state_fips,state_abbr,place_fips,place_name
01,AL,00100,Abanda CDP
01,AL,00124,Abbeville city
01,AL,00460,Adamsville city
01,AL,00484,Addison town
01,AL,00676,Akron town
01,AL,00820,Alabaster city
01,AL,00988,Albertville city
01,AL,01132,Alexander City city
01,AL,01180,Alexandria CDP
01,AL,01228,Aliceville city
01,AL,01396,Allgood town
01,AL,01660,Altoona town
01,AL,01708,Andalusia city
01,AL,01756,Anderson town
01,AL,01852,Anniston city
01,AL,02116,Arab city
01,AL,02260,Ardmore town
01,AL,02320,Argo town
01,AL,02428,Ariton town
01,AL,02500,Arley town
01,AL,02836,Ashford town
01,AL,02860,Ashland town
01,AL,02908,Ashville city
01,AL,02956,Athens city
01,AL,03004,Atmore city
01,AL,03028,Attalla city
01,AL,03076,Auburn city
01,AL,03220,Autaugaville town
01,AL,03364,Avon town
01,AL,03508,Axis CDP
01,AL,03556,Babbie town
01,AL,03676,Baileyton town
01,AL,03724,Bakerhill town
01,AL,03820,Ballplay CDP
01,AL,03940,Banks town
01,AL,04660,Bay Minette city
01,AL,04684,Bayou La Batre city
01,AL,04852,Bear Creek town
01,AL,04900,Beatrice town
01,AL,04948,Beaverton town
01,AL,05140,Belgreen CDP
01,AL,05164,Belk town
01,AL,05188,Bellamy CDP
01,AL,05212,Belle Fontaine CDP
01,AL,05692,Benton town
01,AL,05812,Berlin town
01,AL,05932,Berry town
01,AL,05980,Bessemer city
01,AL,06460,Billingsley town
01,AL,07000,Birmingham city
01,AL,07120,Black town
01,AL,07456,Blountsville town
01,AL,07588,Blue Ridge CDP
01,AL,07672,Blue Springs town
01,AL,07912,Boaz city
01,AL,08104,Boligee town
01,AL,08248,Bon Air town
01,AL,08272,Bon Secour CDP
01,AL,08680,Boykin CDP
01,AL,09016,Brantley town
01,AL,09064,Brantleyville CDP
01,AL,09136,Brent city
01,AL,09208,Brewton city
01,AL,09328,Bridgeport city
01,AL,09400,Brighton city
01,AL,09424,Brilliant town
01,AL,09457,Bristow Cove CDP
01,AL,09500,Brook Highland CDP
01,AL,09736,Brookside town
01,AL,09808,Brookwood town
01,AL,09880,Broomtown CDP
01,AL,10240,Brundidge city
01,AL,10456,Bucks CDP
01,AL,11032,Butler town
01,AL,11416,Calera city
01,AL,11488,Calvert CDP
01,AL,11512,Camden city
01,AL,11680,Camp Hill town
01,AL,12016,Carbon Hill city
01,AL,12040,Cardiff town
01,AL,12070,Carlisle-Rockledge CDP
01,AL,12112,Carlton CDP
01,AL,12160,Carolina town
01,AL,12304,Carrollton town
01,AL,12496,Castleberry town
01,AL,12544,Catherine CDP
01,AL,12760,Cedar Bluff town
01,AL,13264,Center Point city
01,AL,13648,Centre city
01,AL,13672,Centreville city
01,AL,14008,Chatom town
01,AL,14104,Chelsea city
01,AL,14152,Cherokee town
01,AL,14392,Chickasaw city
01,AL,14464,Childersburg city
01,AL,14728,Choccolocco CDP
01,AL,14968,Chunchula CDP
01,AL,15064,Citronelle city
01,AL,15136,Clanton city
01,AL,15256,Clay city
01,AL,15304,Clayhatchee town
01,AL,15376,Clayton town
01,AL,15472,Cleveland town
01,AL,15640,Clio city
01,AL,16000,Coaling town
01,AL,16080,Coats Bend CDP
01,AL,16240,Coffee Springs town
01,AL,16264,Coffeeville town
01,AL,16312,Coker town
01,AL,16600,Collinsville town
01,AL,16684,Colony town
01,AL,16744,Columbia town
01,AL,16768,Columbiana city
01,AL,16936,Concord CDP
01,AL,17176,Coosada town
01,AL,17368,Cordova city
01,AL,17704,Cottondale CDP
01,AL,17824,Cottonwood town
01,AL,17968,County Line town
01,AL,18040,Courtland town
01,AL,18088,Cowarts town
01,AL,18304,Creola city
01,AL,18856,Crossville town
01,AL,18952,Cuba town
01,AL,18976,Cullman city
01,AL,19024,Cullomburg CDP
01,AL,19216,Cusseta town
01,AL,19336,Dadeville city
01,AL,19360,Daleville city
01,AL,19648,Daphne city
01,AL,19744,Dauphin Island town
01,AL,19816,Daviston town
01,AL,19912,Dayton town
01,AL,20008,Deatsville town
01,AL,20104,Decatur city
01,AL,20152,Deer Park CDP
01,AL,20272,Delta CDP
01,AL,20296,Demopolis city
01,AL,20392,Detroit town
01,AL,20955,Dodge City town
01,AL,21136,Dora city
01,AL,21184,Dothan city
01,AL,21280,Double Springs town
01,AL,21328,Douglas town
01,AL,21448,Dozier town
01,AL,21890,Dunnavant CDP
01,AL,21952,Dutton town
01,AL,22088,Eagle Point CDP
01,AL,22216,East Brewton city
01,AL,22504,East Point CDP
01,AL,22816,Eclectic town
01,AL,23032,Edgewater CDP
01,AL,23176,Edwardsville town
01,AL,23224,Egypt CDP
01,AL,23296,Elba city
01,AL,23320,Elberta town
01,AL,23344,Eldridge town
01,AL,23488,Elkmont town
01,AL,23656,Elmore town
01,AL,23872,Emelle town
01,AL,23880,Emerald Mountain CDP
01,AL,24184,Enterprise city
01,AL,24256,Epes town
01,AL,24280,Equality CDP
01,AL,24472,Ethelsville town
01,AL,24568,Eufaula city
01,AL,24616,Eunola CDP
01,AL,24664,Eutaw town
01,AL,24688,Eva town
01,AL,24808,Evergreen city
01,AL,24880,Excel town
01,AL,25120,Fairfield city
01,AL,25216,Fairford CDP
01,AL,25240,Fairhope city
01,AL,25384,Fairview town
01,AL,25648,Falkville town
01,AL,25816,Faunsdale town
01,AL,25840,Fayette city
01,AL,25864,Fayetteville CDP
01,AL,26152,Fitzpatrick CDP
01,AL,26200,Five Points town
01,AL,26824,Flomaton town
01,AL,26848,Florala town
01,AL,26896,Florence city
01,AL,26992,Foley city
01,AL,27088,Forestdale CDP
01,AL,27376,Forkland town
01,AL,27520,Fort Deposit town
01,AL,27616,Fort Payne city
01,AL,27640,Fort Rucker CDP
01,AL,28024,Franklin town
01,AL,28120,Fredonia CDP
01,AL,28312,Frisco City town
01,AL,28408,Fruitdale CDP
01,AL,28432,Fruithurst town
01,AL,28504,Fulton town
01,AL,28552,Fultondale city
01,AL,28672,Fyffe town
01,AL,28696,Gadsden city
01,AL,28768,Gainesville town
01,AL,28816,Gallant CDP
01,AL,28936,Gantt town
01,AL,29032,Garden City town
01,AL,29056,Gardendale city
01,AL,29296,Gaylesville town
01,AL,29392,Geiger town
01,AL,29464,Geneva city
01,AL,29560,Georgiana town
01,AL,29608,Geraldine town
01,AL,29704,Gilbertown town
01,AL,29944,Glen Allen town
01,AL,29992,Glencoe city
01,AL,30160,Glenwood town
01,AL,30448,Goldville town
01,AL,30496,Good Hope city
01,AL,30640,Goodwater town
01,AL,30736,Gordo town
01,AL,30760,Gordon town
01,AL,30808,Gordonville town
01,AL,30880,Goshen town
01,AL,31000,Graham CDP
01,AL,31024,Grand Bay CDP
01,AL,31096,Grant town
01,AL,31348,Grayson Valley CDP
01,AL,31384,Graysville city
01,AL,31720,Greensboro city
01,AL,31912,Greenville city
01,AL,32056,Grimes town
01,AL,32080,Grove Hill town
01,AL,32224,Guin city
01,AL,32248,Gulfcrest CDP
01,AL,32272,Gulf Shores city
01,AL,32416,Guntersville city
01,AL,32440,Gurley town
01,AL,32536,Gu-Win town
01,AL,32560,Hackleburg town
01,AL,32584,Hackneyville CDP
01,AL,32656,Haleburg town
01,AL,32704,Haleyville city
01,AL,32848,Hamilton city
01,AL,32896,Hammondville town
01,AL,32968,Hanceville city
01,AL,33064,Hanover CDP
01,AL,33256,Harpersville town
01,AL,33424,Hartford city
01,AL,33448,Hartselle city
01,AL,33472,Harvest CDP
01,AL,33544,Hatton CDP
01,AL,33640,Hayden town
01,AL,33712,Hayneville town
01,AL,33808,Hazel Green CDP
01,AL,33856,Headland city
01,AL,33904,Heath town
01,AL,33976,Heflin city
01,AL,34024,Helena city
01,AL,34096,Henagar city
01,AL,34480,Highland Lake town
01,AL,34490,Highland Lakes CDP
01,AL,34816,Hillsboro town
01,AL,34984,Hissop CDP
01,AL,35130,Hobson CDP
01,AL,35152,Hobson City town
01,AL,35200,Hodges town
01,AL,35392,Hokes Bluff city
01,AL,35512,Hollins CDP
01,AL,35536,Hollis Crossroads CDP
01,AL,35560,Holly Pond town
01,AL,35632,Hollywood town
01,AL,35704,Holt CDP
01,AL,35752,Holtville CDP
01,AL,35800,Homewood city
01,AL,35896,Hoover city
01,AL,36088,Horn Hill town
01,AL,36448,Hueytown city
01,AL,36592,Huguley CDP
01,AL,37000,Huntsville city
01,AL,37096,Hurtsboro town
01,AL,37264,Hytop town
01,AL,37312,Ider town
01,AL,37465,Indian Springs Village city
01,AL,37864,Irondale city
01,AL,38032,Ivalee CDP
01,AL,38152,Jackson city
01,AL,38248,Jacksons' Gap town
01,AL,38272,Jacksonville city
01,AL,38416,Jasper city
01,AL,38608,Jemison city
01,AL,39064,Joppa CDP
01,AL,39280,Kansas town
01,AL,39472,Kellyton town
01,AL,39520,Kennedy town
01,AL,39784,Killen town
01,AL,39856,Kimberly city
01,AL,40072,Kinsey town
01,AL,40096,Kinston town
01,AL,40648,Ladonia CDP
01,AL,40672,La Fayette city
01,AL,40888,Lakeview town
01,AL,40928,Lake View town
01,AL,41296,Lanett city
01,AL,41368,Langston town
01,AL,41968,Leeds city
01,AL,42016,Leesburg town
01,AL,42160,Leighton town
01,AL,42304,Leroy CDP
01,AL,42352,Lester town
01,AL,42472,Level Plains town
01,AL,42640,Lexington town
01,AL,42808,Libertyville town
01,AL,42928,Lillian CDP
01,AL,43120,Lincoln city
01,AL,43240,Linden city
01,AL,43264,Lineville city
01,AL,43336,Lipscomb city
01,AL,43384,Lisman town
01,AL,43648,Littleville town
01,AL,43720,Livingston city
01,AL,43744,Loachapoka town
01,AL,43816,Lockhart town
01,AL,43888,Locust Fork town
01,AL,44160,Lookout Mountain CDP
01,AL,44344,Louisville town
01,AL,44536,Lowndesboro town
01,AL,44608,Loxley town
01,AL,44728,Luverne city
01,AL,44800,Lynn town
01,AL,45040,McCalla CDP
01,AL,45208,McDonald Chapel CDP
01,AL,45316,Macedonia CDP
01,AL,45472,McIntosh town
01,AL,45496,McKenzie town
01,AL,45640,McMullen town
01,AL,45784,Madison city
01,AL,45904,Madrid town
01,AL,46072,Magnolia Springs town
01,AL,46192,Malcolm CDP
01,AL,46264,Malvern town
01,AL,46504,Maplesville town
01,AL,46600,Marbury CDP
01,AL,46696,Margaret town
01,AL,46768,Marion city
01,AL,47728,Maytown town
01,AL,47740,Meadowbrook CDP
01,AL,47848,Megargel CDP
01,AL,48052,Memphis town
01,AL,48064,Mentone town
01,AL,48112,Meridianville CDP
01,AL,48376,Midfield city
01,AL,48400,Midland City town
01,AL,48424,Midway town
01,AL,48616,Mignon CDP
01,AL,48712,Millbrook city
01,AL,48784,Millerville CDP
01,AL,48808,Millport town
01,AL,48832,Millry town
01,AL,49072,Minor CDP
01,AL,50000,Mobile city
01,AL,50192,Monroeville city
01,AL,50312,Montevallo city
01,AL,51000,Montgomery city
01,AL,51096,Moody city
01,AL,51216,Moores Mill CDP
01,AL,51264,Mooresville town
01,AL,51456,Morris town
01,AL,51469,Morrison Crossroads CDP
01,AL,51520,Mosses town
01,AL,51600,Moulton city
01,AL,51648,Moundville town
01,AL,51696,Mountain Brook city
01,AL,52320,Mount Olive CDP (Coosa County)
01,AL,52344,Mount Olive CDP (Jefferson County)
01,AL,52608,Mount Vernon town
01,AL,52680,Movico CDP
01,AL,52776,Mulga town
01,AL,52848,Munford town
01,AL,53016,Muscle Shoals city
01,AL,53112,Myrtlewood town
01,AL,53208,Nanafalia CDP
01,AL,53232,Nances Creek CDP
01,AL,53256,Napier Field town
01,AL,53376,Natural Bridge town
01,AL,53400,Nauvoo town
01,AL,53448,Nectar town
01,AL,53472,Needham town
01,AL,53784,Newbern town
01,AL,53856,New Brockton town
01,AL,54168,New Hope city
01,AL,54312,New Market CDP
01,AL,54432,New Site town
01,AL,54480,Newton town
01,AL,54582,New Union CDP
01,AL,54600,Newville town
01,AL,54696,Nixburg CDP
01,AL,55044,North Courtland town
01,AL,55152,North Johns town
01,AL,55200,Northport city
01,AL,55440,Notasulga town
01,AL,55752,Oak Grove town
01,AL,55848,Oak Hill town
01,AL,55992,Oakman town
01,AL,56400,Odenville city
01,AL,56472,Ohatchee town
01,AL,57000,Oneonta city
01,AL,57024,Onycha town
01,AL,57048,Opelika city
01,AL,57120,Opp city
01,AL,57144,Orange Beach city
01,AL,57240,Orrville town
01,AL,57384,Our Town CDP
01,AL,57504,Owens Cross Roads town
01,AL,57576,Oxford city
01,AL,57648,Ozark city
01,AL,57696,Paint Rock town
01,AL,57912,Panola CDP
01,AL,58272,Parrish town
01,AL,58680,Pea Ridge CDP
01,AL,58848,Pelham city
01,AL,58896,Pell City city
01,AL,58968,Pennington town
01,AL,59016,Penton CDP
01,AL,59064,Perdido CDP
01,AL,59088,Perdido Beach town
01,AL,59232,Peterman CDP
01,AL,59328,Petrey town
01,AL,59472,Phenix City city
01,AL,59496,Phil Campbell town
01,AL,59592,Pickensville town
01,AL,59640,Piedmont city
01,AL,59760,Pike Road town
01,AL,59832,Pinckard town
01,AL,59880,Pine Apple town
01,AL,60240,Pine Hill town
01,AL,60264,Pine Level CDP
01,AL,60372,Pine Ridge town
01,AL,60648,Pinson city
01,AL,60720,Pisgah town
01,AL,61008,Pleasant Grove city
01,AL,61038,Pleasant Groves town
01,AL,61488,Point Clear CDP
01,AL,61536,Pollard town
01,AL,62075,Powell town
01,AL,62328,Prattville city
01,AL,62472,Priceville town
01,AL,62496,Prichard city
01,AL,62688,Providence town
01,AL,62952,Putnam CDP
01,AL,63216,Ragland town
01,AL,63288,Rainbow City city
01,AL,63336,Rainsville city
01,AL,63408,Ranburne town
01,AL,63495,Ray CDP
01,AL,63576,Red Bay city
01,AL,63730,Redland CDP
01,AL,63768,Red Level town
01,AL,63912,Redstone Arsenal CDP
01,AL,63984,Reece City town
01,AL,64040,Reeltown CDP
01,AL,64104,Reform town
01,AL,64152,Rehobeth town
01,AL,64248,Remlap CDP
01,AL,64368,Repton town
01,AL,64656,Ridgeville town
01,AL,64776,River Falls town
01,AL,64920,Riverside city
01,AL,65016,Riverview town
01,AL,65040,Roanoke city
01,AL,65208,Robertsdale city
01,AL,65412,Rock Creek CDP
01,AL,65472,Rockford town
01,AL,65592,Rock Mills CDP
01,AL,65784,Rockville CDP
01,AL,66216,Rogersville town
01,AL,66408,Rosa town
01,AL,67056,Russellville city
01,AL,67176,Rutledge town
01,AL,67536,St. Florian town
01,AL,67584,St. Stephens CDP
01,AL,67608,Saks CDP
01,AL,67800,Samson city
01,AL,67920,Sand Rock town
01,AL,68016,Sanford town
01,AL,68160,Saraland city
01,AL,68280,Sardis City town
01,AL,68352,Satsuma city
01,AL,68736,Scottsboro city
01,AL,69000,Section town
01,AL,69120,Selma city
01,AL,69180,Selmont-West Selmont CDP
01,AL,69240,Semmes city
01,AL,69648,Sheffield city
01,AL,69672,Shelby CDP
01,AL,69840,Shiloh town
01,AL,69978,Shoal Creek CDP
01,AL,70128,Shorter town
01,AL,70416,Silas town
01,AL,70536,Silverhill town
01,AL,70632,Sims Chapel CDP
01,AL,70704,Sipsey town
01,AL,70896,Skyline town
01,AL,71040,Slocomb city
01,AL,71190,Smiths Station city
01,AL,71201,Smoke Rise CDP
01,AL,71280,Snead town
01,AL,71496,Somerville town
01,AL,71832,Southside city
01,AL,71900,South Vinemont town
01,AL,71976,Spanish Fort city
01,AL,72408,Spring Garden CDP
01,AL,72600,Springville city
01,AL,72672,Spruce Pine CDP
01,AL,72720,Standing Rock CDP
01,AL,72816,Stapleton CDP
01,AL,72888,Steele town
01,AL,73056,Sterrett CDP
01,AL,73080,Stevenson city
01,AL,73152,Stewartville CDP
01,AL,73272,Stockton CDP
01,AL,73728,Sulligent city
01,AL,73848,Sumiton city
01,AL,73872,Summerdale town
01,AL,74160,Susan Moore town
01,AL,74304,Sweet Water town
01,AL,74352,Sylacauga city
01,AL,74400,Sylvania town
01,AL,74424,Sylvan Springs town
01,AL,74592,Talladega city
01,AL,74616,Talladega Springs town
01,AL,74688,Tallassee city
01,AL,74976,Tarrant city
01,AL,75096,Taylor town
01,AL,75768,Theodore CDP
01,AL,75936,Thomaston town
01,AL,75960,Thomasville city
01,AL,76080,Thorsby town
01,AL,76200,Tibbie CDP
01,AL,76208,Tidmore Bend CDP
01,AL,76320,Tillmans Corner CDP
01,AL,76584,Town Creek town
01,AL,76632,Toxey town
01,AL,76680,Trafford town
01,AL,76824,Triana town
01,AL,76872,Trinity town
01,AL,76920,Troy city
01,AL,76944,Trussville city
01,AL,77256,Tuscaloosa city
01,AL,77280,Tuscumbia city
01,AL,77304,Tuskegee city
01,AL,77352,Twin town
01,AL,77580,Underwood-Petersville CDP
01,AL,77616,Union town
01,AL,77784,Union Grove town
01,AL,77880,Union Springs city
01,AL,77904,Uniontown town
01,AL,78120,Uriah CDP
01,AL,78204,Valley city
01,AL,78232,Valley Grande city
01,AL,78240,Valley Head town
01,AL,78264,Vance town
01,AL,78312,Vandiver CDP
01,AL,78480,Vernon city
01,AL,78552,Vestavia Hills city
01,AL,78984,Vina town
01,AL,79008,Vincent town
01,AL,79032,Vinegar Bend CDP
01,AL,79272,Vredenburgh town
01,AL,79344,Wadley town
01,AL,79488,Waldo town
01,AL,79728,Walnut Grove town
01,AL,79944,Warrior city
01,AL,80064,Waterloo town
01,AL,80256,Waverly town
01,AL,80352,Weaver city
01,AL,80376,Webb town
01,AL,80496,Wedowee town
01,AL,80736,Weogufka CDP
01,AL,80928,West Blocton town
01,AL,81084,West End-Cobb Town CDP
01,AL,81336,West Jefferson town
01,AL,81504,Westover town
01,AL,81528,West Point town
01,AL,81720,Wetumpka city
01,AL,81744,Whatley CDP
01,AL,81912,White Hall town
01,AL,82104,White Plains CDP
01,AL,82176,Whitesboro CDP
01,AL,82848,Wilsonville town
01,AL,82872,Wilton town
01,AL,82992,Winfield city
01,AL,83400,Woodland town
01,AL,83640,Woodstock town
01,AL,83664,Woodville town
01,AL,83976,Yellow Bluff town
01,AL,84096,York city
02,AK,00065,Adak city
02,AK,00650,Akhiok city
02,AK,00760,Akiachak CDP
02,AK,00870,Akiak city
02,AK,01090,Akutan city
02,AK,01200,Alakanuk city
02,AK,01305,Alatna CDP
02,AK,01390,Alcan Border CDP
02,AK,01420,Aleknagik city
02,AK,01560,Aleneva CDP
02,AK,01860,Allakaket city
02,AK,01970,Ambler city
02,AK,02080,Anaktuvuk Pass city
02,AK,03000,Anchorage municipality
02,AK,03110,Anchor Point CDP
02,AK,03220,Anderson city
02,AK,03440,Angoon city
02,AK,03550,Aniak city
02,AK,03880,Anvik city
02,AK,03990,Arctic Village CDP
02,AK,04210,Atka city
02,AK,04430,Atmautluak CDP
02,AK,04500,Atqasuk city
02,AK,04670,Attu Station CDP
02,AK,05000,Badger CDP
02,AK,05585,Bear Creek CDP
02,AK,05750,Beaver CDP
02,AK,06245,Beluga CDP
02,AK,06520,Bethel city
02,AK,06630,Bettles city
02,AK,06850,Big Delta CDP
02,AK,07070,Big Lake CDP
02,AK,07620,Birch Creek CDP
02,AK,08740,Brevig Mission city
02,AK,09600,Buckland city
02,AK,09657,Buffalo Soapstone CDP
02,AK,09710,Butte CDP
02,AK,10150,Cantwell CDP
02,AK,11690,Central CDP
02,AK,11800,Chalkyitsik CDP
02,AK,12350,Chase CDP
02,AK,12680,Chefornak city
02,AK,12920,Chena Ridge CDP
02,AK,12970,Chenega CDP
02,AK,13230,Chevak city
02,AK,13340,Chickaloon CDP
02,AK,13450,Chicken CDP
02,AK,13550,Chignik city
02,AK,13670,Chignik Lagoon CDP
02,AK,13780,Chignik Lake CDP
02,AK,13860,Chiniak CDP
02,AK,13890,Chisana CDP
02,AK,14000,Chistochina CDP
02,AK,14110,Chitina CDP
02,AK,14330,Chuathbaluk city
02,AK,14880,Circle CDP
02,AK,15320,Clam Gulch CDP
02,AK,15430,Clark's Point city
02,AK,16360,Coffman Cove city
02,AK,16420,Cohoe CDP
02,AK,16530,Cold Bay city
02,AK,16630,Coldfoot CDP
02,AK,16750,College CDP
02,AK,17190,Cooper Landing CDP
02,AK,17300,Copper Center CDP
02,AK,17410,Cordova city
02,AK,17670,Covenant Life CDP
02,AK,17740,Craig city
02,AK,17850,Crooked Creek CDP
02,AK,17960,Crown Point CDP
02,AK,18510,Deering city
02,AK,18620,Delta Junction city
02,AK,18675,Deltana CDP
02,AK,18805,Denali Park CDP
02,AK,18925,Diamond Ridge CDP
02,AK,18950,Dillingham city
02,AK,19060,Diomede city
02,AK,19720,Dot Lake CDP
02,AK,19750,Dot Lake Village CDP
02,AK,20020,Dry Creek CDP
02,AK,20380,Eagle city
02,AK,20600,Eagle Village CDP
02,AK,20716,Eareckson Station CDP
02,AK,20970,Edna Bay city
02,AK,21040,Eek city
02,AK,21150,Egegik city
02,AK,21370,Eielson AFB CDP
02,AK,21810,Ekwok city
02,AK,22140,Elfin Cove CDP
02,AK,22250,Elim city
02,AK,22910,Emmonak city
02,AK,23460,Ester CDP
02,AK,23720,Eureka Roadhouse CDP
02,AK,23790,Evansville CDP
02,AK,23900,Excursion Inlet CDP
02,AK,24230,Fairbanks city
02,AK,24660,False Pass city
02,AK,24980,Farmers Loop CDP
02,AK,25000,Farm Loop CDP
02,AK,25220,Ferry CDP
02,AK,25550,Fishhook CDP
02,AK,25880,Flat CDP
02,AK,26100,Fort Greely CDP
02,AK,26760,Fort Yukon city
02,AK,26835,Four Mile Road CDP
02,AK,26870,Fox CDP
02,AK,26910,Fox River CDP
02,AK,27090,Fritz Creek CDP
02,AK,27145,Funny River CDP
02,AK,27420,Gakona CDP
02,AK,27530,Galena city
02,AK,27640,Gambell city
02,AK,27700,Game Creek CDP
02,AK,28200,Gateway CDP
02,AK,28590,Glacier View CDP
02,AK,28740,Glennallen CDP
02,AK,29130,Goldstream CDP
02,AK,29180,Golovin city
02,AK,29290,Goodnews Bay city
02,AK,30060,Grayling city
02,AK,30500,Gulkana CDP
02,AK,30940,Gustavus city
02,AK,31050,Haines CDP
02,AK,31270,Halibut Cove CDP
02,AK,31710,Happy Valley CDP
02,AK,31765,Harding-Birch Lakes CDP
02,AK,32150,Healy CDP
02,AK,32310,Healy Lake CDP
02,AK,32550,Hobart Bay CDP
02,AK,32810,Hollis CDP
02,AK,33030,Holy Cross city
02,AK,33140,Homer city
02,AK,33360,Hoonah city
02,AK,33470,Hooper Bay city
02,AK,33580,Hope CDP
02,AK,33800,Houston city
02,AK,33910,Hughes city
02,AK,34350,Huslia city
02,AK,34460,Hydaburg city
02,AK,34570,Hyder CDP
02,AK,34790,Igiugig CDP
02,AK,35120,Iliamna CDP
02,AK,35890,Ivanof Bay CDP
02,AK,36400,Juneau city and borough
02,AK,36540,Kachemak city
02,AK,36770,Kake city
02,AK,36990,Kaktovik city
02,AK,37250,Kalifornsky CDP
02,AK,37430,Kaltag city
02,AK,37540,Karluk CDP
02,AK,37650,Kasaan city
02,AK,37975,Kasigluk CDP
02,AK,38090,Kasilof CDP
02,AK,38420,Kenai city
02,AK,38910,Kenny Lake CDP
02,AK,38970,Ketchikan city
02,AK,39300,Kiana city
02,AK,39410,King Cove city
02,AK,39630,King Salmon CDP
02,AK,39740,Kipnuk CDP
02,AK,39960,Kivalina city
02,AK,40400,Klawock city
02,AK,40510,Klukwan CDP
02,AK,40645,Knik-Fairview CDP
02,AK,40670,Knik River CDP
02,AK,40840,Kobuk city
02,AK,40950,Kodiak city
02,AK,41210,Kodiak Station CDP
02,AK,41280,Kokhanok CDP
02,AK,41500,Koliganek CDP
02,AK,41610,Kongiganak CDP
02,AK,41720,Kotlik city
02,AK,41830,Kotzebue city
02,AK,41940,Koyuk city
02,AK,42050,Koyukuk city
02,AK,42160,Kupreanof city
02,AK,42380,Kwethluk city
02,AK,42490,Kwigillingok CDP
02,AK,42805,Lake Louise CDP
02,AK,42820,Lake Minchumina CDP
02,AK,43040,Larsen Bay city
02,AK,43260,Lazy Mountain CDP
02,AK,43810,Levelock CDP
02,AK,44030,Lime Village CDP
02,AK,44580,Livengood CDP
02,AK,45020,Loring CDP
02,AK,45295,Lowell Point CDP
02,AK,45460,Lower Kalskag city
02,AK,45700,Lutak CDP
02,AK,45790,McCarthy CDP
02,AK,46010,McGrath city
02,AK,46780,Manley Hot Springs CDP
02,AK,46890,Manokotak city
02,AK,47000,Marshall city
02,AK,47735,Meadow Lakes CDP
02,AK,47990,Mekoryuk city
02,AK,48200,Mendeltna CDP
02,AK,48540,Mentasta Lake CDP
02,AK,48590,Mertarvik CDP
02,AK,48870,Metlakatla CDP
02,AK,49200,Mill Bay CDP
02,AK,49530,Minto CDP
02,AK,50080,Moose Creek CDP
02,AK,50190,Moose Pass CDP
02,AK,50800,Mosquito Lake CDP
02,AK,51180,Mountain Village city
02,AK,51455,Mud Bay CDP
02,AK,51960,Nabesna CDP
02,AK,52060,Naknek CDP
02,AK,52210,Nanwalek CDP
02,AK,52390,Napakiak city
02,AK,52720,Napaskiak city
02,AK,52845,Naukati Bay CDP
02,AK,52915,Nelchina CDP
02,AK,52940,Nelson Lagoon CDP
02,AK,53050,Nenana city
02,AK,53270,Newhalen city
02,AK,53710,New Stuyahok city
02,AK,53820,Newtok CDP
02,AK,53930,Nightmute city
02,AK,54050,Nikiski CDP
02,AK,54085,Nikolaevsk CDP
02,AK,54150,Nikolai city
02,AK,54260,Nikolski CDP
02,AK,54480,Ninilchik CDP
02,AK,54700,Noatak CDP
02,AK,54920,Nome city
02,AK,55030,Nondalton city
02,AK,55140,Noorvik city
02,AK,55745,North Lakes CDP
02,AK,55910,North Pole city
02,AK,56220,Northway CDP
02,AK,56320,Nuiqsut city
02,AK,56350,Nulato city
02,AK,56600,Nunam Iqua city
02,AK,56680,Nunapitchuk city
02,AK,57340,Old Harbor city
02,AK,58330,Oscarville CDP
02,AK,58550,Ouzinkie city
02,AK,58660,Palmer city
02,AK,59320,Paxson CDP
02,AK,59540,Pedro Bay CDP
02,AK,59650,Pelican city
02,AK,60200,Perryville CDP
02,AK,60310,Petersburg CDP
02,AK,60460,Petersville CDP
02,AK,60640,Pilot Point city
02,AK,60750,Pilot Station city
02,AK,60860,Pitkas Point CDP
02,AK,61080,Platinum city
02,AK,61120,Pleasant Valley CDP
02,AK,61190,Point Baker CDP
02,AK,61630,Point Hope city
02,AK,61700,Point Lay CDP
02,AK,61788,Point MacKenzie CDP
02,AK,61825,Point Possession CDP
02,AK,62125,Pope-Vannoy Landing CDP
02,AK,62285,Portage Creek CDP
02,AK,62510,Port Alexander city
02,AK,62620,Port Alsworth CDP
02,AK,63170,Port Clarence CDP
02,AK,63280,Port Graham CDP
02,AK,63390,Port Heiden city
02,AK,63610,Port Lions city
02,AK,63870,Port Protection CDP
02,AK,64240,Primrose CDP
02,AK,64380,Prudhoe Bay CDP
02,AK,64600,Quinhagak city
02,AK,64820,Rampart CDP
02,AK,64930,Red Devil CDP
02,AK,64980,Red Dog Mine CDP
02,AK,65345,Ridgeway CDP
02,AK,65590,Ruby city
02,AK,65700,Russian Mission city
02,AK,65800,St. George city
02,AK,66140,St. Mary's city
02,AK,66360,St. Michael city
02,AK,66470,St. Paul city
02,AK,66510,Salamatof CDP
02,AK,66550,Salcha CDP
02,AK,67020,Sand Point city
02,AK,67460,Savoonga city
02,AK,67570,Saxman city
02,AK,67680,Scammon Bay city
02,AK,68230,Selawik city
02,AK,68340,Seldovia city
02,AK,68370,Seldovia Village CDP
02,AK,68560,Seward city
02,AK,68670,Shageluk city
02,AK,68890,Shaktoolik city
02,AK,69770,Shishmaref city
02,AK,70100,Shungnak city
02,AK,70320,Silver Springs CDP
02,AK,70540,Sitka city and borough
02,AK,70760,Skagway CDP
02,AK,70870,Skwentna CDP
02,AK,70930,Slana CDP
02,AK,71090,Sleetmute CDP
02,AK,71640,Soldotna city
02,AK,72135,South Lakes CDP
